0,cha3b mrid hata f les commantaire ta3 chorouk tsabo ba3dakom o tat3ayro hhhhhhhhhhhhh rabi yahdina o yahdikom
1,vive bougera enchalah el3ame el 3ame eljaye el jaye fe real madrid
1,M3a boumediene jusqu'a la mort
1,vive beladi walah yahfede wlade beladi o rbi m3akom o nchalah masorin
1,123 rana m3ak yass3dan ya ss3dan vive l'algerie
0,si non hna en retard nesshakou 4g 4 g 3andna les portables w kayen draham khassna el ray !!!!
1,sa3dan sayé c bn fin d contra ha bezaf allah ya3tik el saha waseltna lel l el mondial w chekeltha w ga3 mai ma3lich rabi ykhalik sa fait un gro plaisir min l3abna
0,malkoum m3a9din mn ls marocain
0,"Serum, Serum , anésthésie, anésthésie , w m3ah srir fe cimetiere"
1,nchalah la lagerie cup de monde 2010 chahata nchalah 2014 m3a lalgerie
0,"C’est trop tard, tard , khatak jaboulna la civiere"
0,o lakher l akher khateb yprofaite m3a al far7a yewakhed tefla
0,naif mssaken mazalhoum yamnouanta yamnou anta talaab m3a les americans
0,saha ya benbouzid ya3tik esaha 3a wach derti fina c vrais nous on peu rien te faire mais tkt pas ya dieu tu peu pas tèchaper de lui allah la trebhek ya haguar hasbiya allah wani3ma wa ni3ma alwakil 3lik
1,123viva 123 viva l'algerie l' algerie o tani ya3tikom saha setif cherftouna o tani vive mouloudia o had le 3am chompioné
1,bouzid khir men belaid et medjani yest7a9 yel3ab m3a l'en l' en
1,hadi haja meliha ana tsa3adni
0,"Koulchi khdeb koulchi faut, faut , qoulli wiin la vérité"
0,rajel omha kelb ki3od ki 3od wa7do yestaf3el faha
0,nchalah yehkmou 3lih bel b el mouabed beh may 3awedch chi li ge3d idir fih
1,merci 3ami boutef
0,al khabit iro7 i9abelha tol l le9ibla le 9ibla 9obla ora 9obla 7eta tesba7 3end al 9abla
0,yekhi leghalta le ghalta ta3 lekbar le kbar
1,rabi ma3akoum inchallahe ou trbhou rouwanda est surtoud massar el hamdolah hata hna khfna 3lik rabi m3ana contre maroc ya rabi
0,reponse au no 7 la presence face a face avec un juif s'est la reconaissance de l'etat hebreu n3alahom
0,ouyahya walah ma nesmahlek 3and rabi car je travaille pas et G posée un dossier pour avoir une voiture par fasilité lavoiture coute 40 milions les frée du dossier mon couté 14 milions et la taxe cout 7 milions safait le tous 21 milions pour avoire 40 milions c normale pour un jeune qui a posée son dossier a \
0,hadara bla mziyetak imala 3awed rouhak et weli l3aklak
0,hda bahdalna fi marakach ou mazal yhki 3la daraja lawla wtanya w tanya hda machi modarab 3ando tacharak al fom galak egoulolo al jiniral hda cabran machi jiniral
1,vive usma wa tahya sidi salam wa rabi i3ayach manadi abrahimefitach abrahime fitach el jazayar
1,nchalah ga3 li 3andeh bac cette annee yadih ya rabii
1,vive jskkkkkkkkkkk hada l3am l 3am lina nchalah
1,je souhaite la reussite pour notre equipe inchaa lah et l'égypte l' égypte aussi comme ça on finit cette querelle nous sommes tous freres bonne chance à tous rabi 3awenkom
0,ma3awnoush les jeunes ta3 l blad y3awnous l heraga
0,Bessah Be ssah el dem li fi lahmi yweli akhel men lahram la hram
1,que dieu soie avc nous m3a had el isslahate
1,allahouma enssour falestine wj3al itihad beynana
1,vive ziani we rabi y3ad 3lik el3aine el 3aine nchalah
0,Koulchi gdeb koulchi faux
0,no 2 alah yahdik wen rak 3ayache falmarikhe f almarikhe wala anta hokoma please achourok anchar
0,Adouma des affaires nkhalihoum le deri sghar
0,la hawla wala kowata ila b ellah lazem ya3admouh bech yekoun 3ibra limen ya3tabir
1,salamou 3alaykoum je suis totalment d'acord d' acord avec le nº 30 llah yahdina ajma3ine
1,wa al 3ayaltou rabi yahmik men al 3een
0,"Nafsakh el tawba, tawba , nhasalha fe la société"
0,wache had tmaskhir goul venger ma khallache saifi yal3ab wallah tmaskhir
1,rabi m3akom ya ridjale
1,bonne chance les jeunes w rabi m3akoum nchalah hichem daoud 3andak el djazair w tissemsilt
0,antouma cha3ab faregh chghoul ga3din que pour le passe temps
0,ya lakh salahhado salah hado ma 3andhom ay 3alaka b islamhado islam hado c des juife kifaksahaje kifak saha je pense pa la nta algerienw algerien w lah yahdik
0,ces gens la matenfa3ch m3ahom la garde a vue
1,rabi m3akom w hna tani farhouna 123 viva l'algérie l' algérie
0,Criminel et tu le resteras toujours Allahoma 3afina fi doniyana wa dinana Amine
0,"Ki nesma3 bourgeoisi, bourgeoisi , marcedes mekhou mekrazi, mekrazi , wana w ana m3a les bus nqâsi"
0,é raho nssa rouhogdah rouho gdah 3andou o howa hakame RCD alors sa3id dictateur kima lokhrine l okhrine l'euro l' euro mlih ya sa3id lol
1,vive algeri ou mabrok tal3a omedeamerci o medea merci
1,lmoral l moral ta3i à fond dima bien bien bien
0,ànta mrid yassamadi ya ssamadi chayjib chay jib alhmar al hmar 3awed hadj issa kima missi rouhzour rouh zour wala chouf tbibdawik tbib dawik yassamadi ya ssamadi
0,yerhamldikom yerham ldikom fahmona hada sa3dan wach ykon howa tani hab yahkemha 3ohda tania khalina menek ya sa3dan walah rak raiah tkrahelna hiatnabezaf hiatna bezaf rak kbir ma3andek mattma3
0,allah la yradj3ak
0,ya saadan akol lak fakid chay2 la yo3tih fa ida konta rajol bi ma3na kalima fa tanaha 3an mansibikintha mansibik intha waktek ya cheikhna
1,rabi m3ak inchallah ne perd pas les espoires et la passience lah yjib chfae; aaaaaaaaaaamine
0,"mes phrases man7oucine, man7oucine , ya3miw fel3inine f el 3inine"
0,hnaya ga3na3arfo ga3 na3arfo nafto wach yakhroj 3lina
0,tgast sa7 wtekhda3t w tekhda3t gdah men mara
1,nchalah y koun m3ahom rebi nerbho 3-0
0,sobhana alah kachi om tahrak banha li man kabdatha hadi tkon marida 3aklyan
0,"Ki nsma3 3al lemra, le mra , meskina 7asbouha bagra, bagra , maa tekteb maa teqra"
1,vive ess vive ess nas kol arfa kifah tel3at lcabba l cabba lnational l national une
0,La3nato allahi 3alayhi C'est l'eat l' eat Algerien qui est responsable pour ca
0,3ayb 3lihom 3azrona elah latbahoum 3am kamen whna w hna ne9raw et f la f1n ylkharbtoha
1,la3eb metrabi 3ando akhlak 3alyia inchalah plutard ykoun fi les kipe natonal
1,nchallah ya lemouchia tkoun m3ana pask il fo po nfartou f lé jabou la calification
0,wi goulo igoulo l mha mabrouk bantek f jena
0,ga3 netkalchou machi ghi eljazzira w ma3andna mandirou belburau nta3houm hna w houma gal3ou 3lamna mel les equipes nta3 la coupe du mond
0,salam alykoum machi la mouchkil fi chaouchi mouchkil rah fi gazel les l3ab 15 match w marka hata bit
1,merci bcp léquipe l équipe nchalah mondial rah 9ribe lina w madabikom t3ayto al yebdda
1,"Feha khadama tokhlos, tokhlos , wahed ma yetkhas"
0,ih ya elharrachia dertou match nul m3a Usma habitou taklou denia hatou rajlikom fel f el ma ybardou had l3am l 3am tahabtou hram 3likom hgartouRCK hgartou RCK plasatkom derby m3a bentalha
0,serat b nass l kanet benthom mahmoma igol lhom ntouma rahi tefla mas7oura
1,W n3awen ma patrie w nfinanci des parties
1,rana m3akoum ya wlad el khadra 123 vive algerie far7ouna lah y fara7koum
0,lé algériene rassssssawali rassssssa wa li 3adana bassa
0,nass chahda we tarikh i3awed nefso
0,hhhhhhhhhhhhhhhhhh baggio el 3arab koun yesma3 baggio yecuicidi wlh gla3 hadik queu de cheval nta rajel ya
0,au lieu zine al3abidine ywakal acha3b a cha3b dyalou yroh yamna3 alhidjab al hidjab yakhi les arabes wellah mayatfahmo
1,netmana loukan yel3ab antar yahia w meghni demain inchalah et inchalah vous gagné
1,3andna mansouri + saifi c deja beaucoup inchallah la coupe du monde tal3a ntaklou 3la rabi wa 3lik ya sa3dane wa waladek la jounesse
1,inchalah hade el3ame el 3ame l'usma l' usma chompioner m3a Hamidi et Anderson
1,el hamdou lillah li llah 3ala hadihi anni3ma an ni3ma
1,rabi m3akoum ya les verts we netmano ma ykoun far9 bin eljodod el jodod wa el9odama el 9odama we li rah ya3tina jdid marhba bih
1,nchalah narbho ya rab wkon w kon m3a les vets ya rab brabi b rabi nchalah
1,inchallah ncharfoukoum ya 3arab koulouna ma3a lfari9 l fari9 lwatani l watani aljazayri al jazayri
1,3ajebeteni hadi
0,Mais de quoi je me méle ya khi 3akliya
1,vive USOAamizour et inchalah tal3a inter rigion
0,rabi yahdikoom ana koun nelgua wahed yharguni nahrag meme nkoon 3alabali 3ala bali beli be li rah nmoot hedik lila el mohim nmoot w manbkache hna
0,lah y3wnek koya ana gendarme welah wtehkam w tehkam ma ratiha had bled li d3a 3liha met
0,li khatik y3ayik
0,dok yadoh lahwayech yakhdem m3ahom
0,mazalet 3andi lhayja l hayja ta3 hajouj w majouj
1,vive crb nchallah championa had l3am l 3am les vrais ouled cherchell
0,yal7aja y al 7aja alghna al ghna maghadich yanf3ek f la fin yaw salatek wzakatek w zakatek hia li tanf3ak
0,"#lakher l akher marto koul youm yebahdel #faha, faha , yjeb m3aha drari w i tayecheha l dar weldaha"
1,yestahl kol khir li yat3ab yanal 123viva 123 viva la algerie
1,ya el hamra ya mon amour zahina had el 3am
1,rabi yahefdek ya si 3atman wellah twahechnak bezaf tahia si mekhlouf el boumbardi
1,a 3ayeniya vive alg
0,hanouna man 3ame ou ness tadya3e wakte
0,2/ 2 / hada les coper nhar wahdokher wahd okher ywili 3ala 3la l'algérie l' algérie c 0 oui
0,cherif elouazani rouh tergod lahla  lah la trabhek abou el machakil tayeht  elhaouaria  D2 dert tebehdila fi chlef m3a sidek captene si samir zaoui mazel rak tahder rouh entrainé crb mecheria national 1 une bonne place pour toi kafi 
0,Wa yéff' 3alou el djahilou bi naff'ssihi ma la yéf' 3alou el 3adouwou bi 3adouwihi
1,inchallah ya rabi 3 but amin ya rabi al 3alamin one two tree viva l algerie tahya bladi m3ak yal y al khadra ndiro hala
1,ya akhi rayen t'es qqn de bien macha allah et meme toutes ta famille et ton frere aussi que j'ai connu et qui été avec moi dans la meme classe natleb rabi ychafik nchallah ou rabi m3ak amine
1,widadi 43104 hade l3ame tal3a
1,inchallah rabi m3akom vous etes tous algeriens
0,3aso roihkom omba3ad o mba3ad 3asou les eléves de bac wahed
1,allah ikoun m3akom et vive lalgerie l algerie
0,alache ya tzayer eli andou tzidilou wa el galil yachka w yat3ab
0,khawti el blade makhdou3a apès 1979
0,rabi yasterna vraiment les gens sont devenus malades rabi yahdehoum w yba3adhoum 3lina hasbiya allah w ni3ma elwakil el wakil
0,ntouma mchi rojala kounou m3ahom fi rebeh w elkhsara el khsara
0,al 3ar m3a el khain lekber ta3hom
1,rabbi y3awnak khouya jamel et bienvenue a ton pays l´algerie l´ algerie tahya ljazayer saha ftourkoum w shourkoum wled bladi
1,nchallah b gloub les joueurs w d3awi cha3b ljazairi fi dakhel w l kharej lyoum l youm luna erbha b 2-0
0,al hodod maghlo9a m3a le Maroc aghal9oha aussi m3a tunis wartaho wa rtaho bach tasbah aljazair ghayakhi ghay akhi a3la 3a9liyazza 3a9li yazza
0,c'est le VRAI probleme qui se pose dans tout l'algerie yen3al bouha hekouma
0,yawwwwwwwww rouhe tal3abe m3a rasek hta mine tafrat fina yaw bay bay licipe l icipe national
1,lotfi howa alrap al rap alhakiki al hakiki w 3ajbatni ta3 koulach machi donc chra
0,je pense ke hana les algerienes jamais nt3almo mel lghaltat ta3 el madi la meme erreur ta3 la guénnié normelment nala3bo m3a equipe mel afrique wach jab leurgway lla zombié???????? kima wach jab l argentin lal guénnié
0,stylo tgoul 3lih teroriste m3amar bel b el mesk
0,tefal waldih weklo lo rahej ta3 al firan
1,da 3aiza kalem l algerie est qualifiee
0,ma 3andou la rahma la chafaka a3toni klache wainkem ya hokam le3rab le 3rab sur ragdine m3a nsakem fe dar wo khawtkem ymoto( ALAH AKBER
1,inchallah en beynulhum beli keyen el balo 3adna 1 2 3 viva algerien
0,rck t3ayi ki hya ki les supporteurs dyawelhaou nchalah tela3bo m3a kli3a el3am el 3am eldjay el djay
1,inchaalah le mois de ramadhan el mobarak yadkhol 3ala el moslimouns bi el khir wal w al ajr ya rabe
