1,Prosit Edward Scicluna għax-xogħol serju li qed tagħmel u urejt lill-oppożizzjoni kif isiru l-affarijiet fejn jidħlu l-finanzi tal-gvern.
0,X'differenza minn oħrajn li biex iħammġu lil art twelidhom jaslu biex jigdbu.
1,Prosit Animal welfare għal kif qed tieħdu ħsieb il-klieb immaltrattati. Ħafna nies ma jafux kemm il-klieb għandhom qalbhom kbira għal sidhom u kemm huma kumpannija matul il-ġurnata kollha.
0,"Vera ma jafx x'qed jagħmel, moħħu biss biex jagħmel ħsara lill-gvern mingħalieh."
0,"Naħseb li għażaqt waħda u sew, għax meta tara l-bankini u partijiet minn toroq li kienu taħt idejk jekk tagħsarhom ma ssib l-ebda waħda sura ta' nies."
0,Ipproteġu L-Maltin għax ħadd ma qatt tagħna l-għajnuna imma l-Maltin stess ħadmu biex ikollna pajjiż tagħna.
0,Il-flus tal-multa li weħel min ser jeħodhom?
0,"Il-belt Valletta dawn l-aħħar sentejn saret belt mitluqa, mimlija karozzi, speċjalment governattivi, li jipparkjaw fejn iridu u li ħadd ma jista jkellimhom."
0,"Filwaqt li qed tkun irranġata l-anomalija fil-pensjoni tal-ħaddiema li kienu fis-servizz Ingliż, imma ma' dawk li kienu fis-servizz ċivili ma sar assolutament xejn!"
1,"Fejn jidħlu ġbir ta' fondi, Bandi u Peppi minn tal-ewwel."
0,"Nittama li dawn il-flus imorru għal dawk in-nies li huma fil-bżonn kif ukoll lil ta' Puttinu Cares l-aktar. Kif ukoll għal  dawk l-eluf ta' nies li huma f'riskju ta' faqar hawn Malta,
niftakru fihom ukoll li għal ħafna minnhom għaddejjin minn problemi ta' saħħa kif ukoll problema ta' poverta minħabba l-għoli tal-ħajja u xogħol."
0,Biex tikkritika mhux neċessarju li tuża kliem perikoluż u allarmanti.
1,Grazzi Mary Rose ta' kemm ferraħt nies tul il-karriera sabiħa tiegħek fuq il-palk.
0,Dan biex aktar taħbu? Nispera li le u nistgħu nkunu nafu l-ismijiet u l-karigi ta' dawn in-nies li ser jiffurmaw dan it-tim il-ġdid ?
0,Tkellem għalik sieħbi. Malajr ħadtha r-risposta. President tal-ġenn għandna. U poplu tal-ġenn (ħlief għal xi ftit eċċezzjonijiet bħalek).
0,"Kemm xtaqt nisma kelma waħda fuq il-biedja organika, fuq miżuri sabiex jitnaqqas l-użu ta' pestiċidi, herbiċidi u prodotti sintetiċi għall-ħarsien tal-pjanti."
1,Strieħ fil-paċi MaryRose u grazzi ta'kollox.
